id,max_length,generation_method,userprompt,n_tokens,predicted,gold,logits,bleu,rouge,correct,n_documents
16,15,beam,. Question: where is creatine phosphate found in the body? Answer: ,114,Creatine phosphate is found in the muscles of the body. It is,"skeletal muscle and the brain to,muscle cells (,brain ,,heart ,,pancreas .","12.795774459838867,23.942476272583008,31.575538635253906,38.960289001464844,39.6669921875,42.947540283203125,44.94807434082031,30.346736907958984,29.263721466064453,45.088531494140625,37.92140579223633,40.87587356567383,52.479270935058594,47.76417541503906,49.76738739013672",0.020044994979069,0.073015873015873,0,8
32,15,beam,. Question: who sang the song brother let me be your shelter? Answer: ,122, been looking for this song for a while now and i cant find it,"American Christian rock band Needtobreathe .,Needtobreathe .","15.454305648803711,52.286956787109375,54.71404266357422,53.977325439453125,53.86344528198242,54.44609069824219,52.88801574707031,56.76708984375,57.90184783935547,54.51366424560547,51.838409423828125,53.5543212890625,54.016143798828125,53.01321029663086,55.46000671386719",0.0,0.0,0,8
54,15,beam,. Question: isdn uses b & d channels. what is d channel use for? Answer: ,118, D channel is used for signaling. D channel is used for signaling.,"control and signaling information .,data (,carries control and signaling information .,control and signaling information .","12.711101531982422,39.921592712402344,48.638153076171875,40.561737060546875,42.43177795410156,56.80362319946289,36.06950759887695,43.75373840332031,46.67150115966797,39.231781005859375,47.12588882446289,41.691871643066406,56.33399200439453,45.223838806152344,46.44894027709961",0.0,0.0919117647058823,0,8
83,15,beam,. Question: who played bailey in the sisterhood of the traveling pants? Answer: ,128, seen the movie and i think it was amanda seyfried.,"Jenna Boyd was,Jenna Boyd was,Jenna Boyd was","14.905831336975098,49.944156646728516,49.58828353881836,55.86907196044922,48.0463752746582,51.86988067626953,53.648441314697266,52.35675048828125,56.10935592651367,40.48868942260742,36.35123825073242,28.915771484375,24.920196533203125,45.93224334716797,50.374961853027344",0.023457495174891,0.1538461538461538,0,8
51,15,beam,. Question: seven union territories of india and their capital? Answer: ,122,Andaman and Nicobar Islands - Port Blair Â Chandig,"Andaman and Nicobar Islands -- Port Blair </Li>,Chandigarh -- Chandigarh </Li>,Dadra and Nagar Haveli -- Silvassa </Li>,Daman and Diu -- Daman </Li>,Lakshwadweep -- Kavaratti </Li>,National Capital Territory -- New Delhi </Li>,Puducherry -- Pondicherry </Li>,Andaman and Nicobar Islands -- Port Blair </Li>,Chandigarh -- Chandigarh </Li>,Dadra and Nagar Haveli -- Silvassa </Li>,Daman and Diu -- Daman </Li>,Lakshwadweep -- Kavaratti </Li>,National Capital Territory -- New Delhi </Li>,Puducherry -- Pondicherry </Li>,Andaman and Nicobar Islands -- Port Blair </Li>,Chandigarh -- Chandigarh </Li>,Dadra and Nagar Haveli -- Silvassa </Li>,Daman and Diu -- Daman </Li>,Lakshwadweep -- Kavaratti </Li>,National Capital Territory -- New Delhi </Li>,Puducherry -- Pondicherry </Li>","15.216135025024414,24.977895736694336,51.82896423339844,57.95899963378906,56.78022766113281,38.66133117675781,61.499366760253906,48.3639030456543,46.88942337036133,58.774051666259766,47.50584030151367,22.950551986694336,24.154760360717773,24.954137802124023,40.95436477661133",0.4111336169005197,0.1682365253793825,0,8
80,15,beam,. Question: who wrote the song the glory of love? Answer: ,112,est jones wrote the song the glory of love. The glory of,"Billy Hill ,,Billy Hill ,,Billy Hill ,,Billy Hill ,","15.54043197631836,33.24393844604492,20.69998550415039,30.306066513061523,49.22050476074219,58.51001739501953,59.27840805053711,55.33244323730469,63.82427215576172,62.083683013916016,60.945472717285156,53.71070861816406,51.696800231933594,59.85791778564453,55.91291046142578",0.0,0.0,0,8
79,15,beam,. Question: where is most of the worlds gold held? Answer: ,117," where is most of the worlds gold held? Answer:., where","United States </Td>,United States </Td>,United States </Td>","14.460262298583984,42.24078369140625,53.587120056152344,58.93245315551758,57.778228759765625,62.91387939453125,65.4281997680664,58.901832580566406,56.47627258300781,53.72274398803711,52.655303955078125,51.59455108642578,44.352622985839844,20.492307662963867,51.749916076660156",0.0,0.0,0,8
61,15,beam,. Question: who wrote the song rainy days and mondays? Answer: ,123," gillan wrote the song rainy days and mondays.
","Paul Williams ;,Roger Nichols </Td>,Roger Nichols and Paul Williams .,Roger Nichols and,Paul Williams .,Roger Nichols and,Paul Williams .,Roger Nichols and,Paul Williams .","15.876277923583984,23.539501190185547,26.048961639404297,34.60300827026367,45.17814254760742,61.151832580566406,55.706722259521484,59.942691802978516,62.8314323425293,62.87171936035156,61.127201080322266,37.73211669921875,43.193885803222656,51.364253997802734,49.656097412109375",0.0285996171617138,0.0777000777000777,0,8
46,15,beam,. Question: what does it mean if a car is a fleet vehicle? Answer: ,128, been told that a car is a fleet vehicle if it is used for,"groups of motor vehicles owned or leased by a business , government agency or other organization rather than by an individual or family .,owned or leased by a business , government agency or other organization rather than by an individual or family .","15.530302047729492,51.29718017578125,50.63994598388672,54.3834342956543,56.929019927978516,61.45283126831055,50.4445686340332,56.72541046142578,65.40342712402344,60.86869812011719,60.166229248046875,50.23945617675781,52.24497985839844,48.01905822753906,54.56388473510742",0.0114558306651797,0.0590277777777777,0,8
65,15,beam,. Question: another name for the torso is the blank region of the body? Answer: ,122,"inal region.
The  cranial  region  encompasses","trunk ,","12.057684898376465,21.900787353515625,40.334197998046875,50.02907180786133,52.929595947265625,18.821548461914062,51.19495391845703,27.17619514465332,27.09323501586914,64.70323181152344,33.51051330566406,68.94679260253906,49.048240661621094,29.988229751586914,65.94438171386719",0.0,0.0,0,8
29,15,beam,. Question: who played anna in once upon a time? Answer: ,119,se  sherman-palladino  played  anna,"Elizabeth Dean Lail (,Elizabeth Dean Lail (,Elizabeth Dean Lail (,Elizabeth Dean Lail (","14.241024017333984,27.675640106201172,18.84951400756836,28.9378719329834,18.933990478515625,23.968158721923828,42.331016540527344,29.744535446166992,19.475351333618164,33.90464401245117,34.78630828857422,49.72945022583008,34.70854949951172,64.15185546875,51.19443130493164",0.0,0.0,0,8
98,15,beam,. Question: actress who plays penelope garcia on criminal minds? Answer: ,124,"Penelope Garcia is played by Kirsten Vangsness.
","Kirsten Simone Vangsness (,Kirsten Simone Vangsness (,Kirsten Simone Vangsness (,Kirsten Simone Vangsness (,Kirsten Simone Vangsness (","13.457136154174805,28.50151824951172,22.007984161376953,55.99560546875,46.906497955322266,47.99691390991211,56.44373321533203,23.76656723022461,27.187519073486328,35.05580520629883,36.759185791015625,28.70956802368164,26.13512420654297,52.57274627685547,46.56364822387695",0.0323593484897578,0.4,0,8
8,15,beam,. Question: who sings don't take your guns to town? Answer: ,121, been looking for this song for a while now and i cant find it,"Johnny Cash .,Johnny Cash .,U2 on,Johnny Cash .,Johnny Cash .,Johnny Cash .","14.195549964904785,52.65250778198242,53.83246994018555,54.18505096435547,53.970645904541016,53.29416275024414,53.005271911621094,57.12097930908203,58.04644775390625,56.746971130371094,54.639503479003906,54.99506378173828,55.0396728515625,53.974735260009766,56.08393478393555",0.0,0.0,0,8
58,15,beam,. Question: what was the first capital city of australia? Answer: ,118,  was  the  first  capital  city  of  a,"Melbourne was,Sydney </Td>,New South Wales </Td>,Melbourne was,Melbourne was","15.560495376586914,37.52056121826172,31.561107635498047,53.01992416381836,46.657474517822266,64.20101165771484,50.01620864868164,65.5252456665039,52.88976287841797,69.00971984863281,53.21123504638672,65.83116912841797,50.149288177490234,68.41893005371094,49.424739837646484",0.0323593484897578,0.1333333333333333,0,8
11,15,beam,. Question: when did the rational dress society begin to work? Answer: ,127,the rational dress society began to work in 1881. Question: what was,"1881 in,1881 in,1881 in","15.194042205810547,38.23417663574219,62.98406982421875,66.77571105957031,63.60493469238281,59.56365203857422,57.73042297363281,60.390499114990234,56.83829116821289,61.06377410888672,53.060096740722656,50.07649230957031,49.497379302978516,56.040550231933594,50.16417694091797",0.020044994979069,0.1428571428571428,0,8
35,15,beam,. Question: india's first arctic research station set up in 2008 what is the name? Answer: ,129,"..
Himalayas  Government  Type  Polar  ","Himadri Station is,Himadri Station is,Himadri Station is,Himadri Station is,Himadri Station is","13.684367179870605,46.80117416381836,39.90315246582031,17.253047943115234,41.098087310791016,58.48064422607422,45.878047943115234,59.01191711425781,25.92828941345215,66.55065155029297,30.101970672607422,66.3735580444336,37.89295959472656,37.77617645263672,66.54199981689453",0.0,0.0,0,8
19,15,beam,. Question: who wrote the song what child is this? Answer: ,118," carter.
What  Child  is  this ?  ","William Chatterton Dix ,,William Chatterton Dix ,,William Chatterton Dix ,,William Chatterton Dix ,,lyrics were written by William Chatterton Dix ,","15.334518432617188,25.005977630615234,19.794879913330078,30.026817321777344,50.73301315307617,20.643281936645508,65.24022674560547,51.41941833496094,65.54554748535156,46.10367202758789,66.19146728515625,47.200740814208984,66.47820281982422,45.394439697265625,60.54845428466797",0.0,0.0,0,8
40,15,beam,. Question: who wrote lord have mercy on the working man? Answer: ,116," gillan, roger glover, jon lord, and","Kostas and,Kostas and,Kostas and,Kostas </Td>,Kostas and","14.70428466796875,34.789825439453125,25.367115020751953,36.159019470214844,45.047943115234375,38.40850067138672,34.40754318237305,23.863750457763672,24.34998321533203,53.67235565185547,27.672502517700195,35.20024871826172,23.822010040283203,48.92219161987305,25.57341957092285",0.0375934046415699,0.2,0,8
82,15,beam,. Question: the world famous corn belt is in which country? Answer: ,119,", il, ne, and minnesota. The Corn Belt is","the United States .,United States that,United States that,United States that,United States that","15.710872650146484,29.35288429260254,56.38076400756836,43.24360656738281,57.26863098144531,24.760257720947266,57.77594757080078,56.30499267578125,22.402711868286133,25.7119197845459,48.87836837768555,55.24252700805664,57.438621520996094,58.15214538574219,50.447792053222656",0.0,0.0363636363636363,0,8
4,15,beam,. Question: where did the tradition of gift giving come from? Answer: ,122,The tradition of gift giving came from the story of the three wise men,"in ancient Rome with gift - giving during the Saturnalia holiday ,","12.795453071594238,30.581531524658203,49.745391845703125,56.87174987792969,55.58799743652344,64.05712127685547,54.69694519042969,58.818145751953125,48.6235466003418,45.30315399169922,51.949607849121094,51.950904846191406,51.4897346496582,57.28109359741211,58.432373046875",0.0231437167620374,0.25,0,8
43,15,beam,. Question: where did the last name keith come from? Answer: ,123, been told that the last name keith came from the scottish,"a nickname , derived from the Middle High German kÄ«t , a word meaning `` sprout '' , `` offspring '' .,from Keith in East Lothian , Scotland .,from a nickname , derived from the Middle High German kÄ«t , a word meaning `` sprout '' , `` offspring '' .,from Keith in East Lothian , Scotland .,from a nickname , derived from the Middle High German kÄ«t , a word meaning `` sprout '' , `` offspring '' .","16.554195404052734,52.13158416748047,51.85636520385742,53.737308502197266,59.0185661315918,59.38505172729492,62.60911178588867,62.69242477416992,42.67451477050781,59.454158782958984,58.33906555175781,55.28843688964844,50.95243453979492,31.017414093017578,54.82978439331055",0.0519079419601329,0.1370873135579017,0,8
88,15,beam,. Question: which central american nations border the pacific ocean and the caribbean sea? Answer: ,131,"Panama, Costa Rica, Nicaragua, Honduras, El","Costa Rica </Td>,Nicaragua </Td>,Nicaragua </Td>,Costa Rica </Td>","13.000699043273926,25.761981964111328,43.548072814941406,49.43294906616211,51.71142578125,59.1117057800293,57.621482849121094,52.517452239990234,44.670074462890625,48.72883224487305,55.738128662109375,52.403770446777344,46.18749237060547,56.23617935180664,51.10903549194336",0.0375934046415699,0.3472222222222222,0,8
28,15,beam,. Question: what's the biggest country in western europe? Answer: ,112,land. Question: what's the biggest country in eastern europe? Answer,"France </Td>,Russia * </Td>,Russia *","18.120506286621094,43.56418228149414,50.11651611328125,52.73429870605469,50.917762756347656,54.45030212402344,55.218101501464844,55.65013885498047,58.310279846191406,60.36038589477539,55.96158218383789,62.15697479248047,55.391357421875,56.44110107421875,63.13670349121094",0.0,0.0,0,8
10,15,beam,. Question: who plays general hux in the last jedi? Answer: ,124," mcdiarmid.
(1)  General  H","Domhnall Gleeson .,Domhnall Gleeson .,Domhnall Gleeson .,Domhnall Gleeson .,Domhnall Gleeson .","16.65275764465332,23.246004104614258,26.105615615844727,31.98548126220703,31.203458786010742,35.62343215942383,44.83517837524414,45.65140151977539,17.644014358520508,14.948188781738281,27.580907821655273,39.885581970214844,22.82201385498047,59.50977325439453,38.378604888916016",0.0,0.0,0,8
37,15,beam,. Question: who is usually appointed as the chief justice of india? Answer: ,117,  The  Chief  Justice  of  India  is  the,"the senior-most judge of the supreme court as,the senior-most judge of the supreme court as,the senior-most judge of the supreme court as,the senior-most judge of the supreme court as,the senior-most judge ( i.e. by date of appointment to the Supreme Court ) for","14.347861289978027,45.09758377075195,23.918107986450195,55.03069305419922,39.521514892578125,68.37248992919922,49.502586364746094,64.7011947631836,44.729209899902344,65.79592895507812,42.844276428222656,63.90812683105469,40.00178527832031,62.088035583496094,40.25828552246094",0.0333591671307361,0.3545454545454545,0,8
86,15,beam,. Question: mandatory elements in the definition of an adverse event (ae)? Answer: ,122, 1. AE is an adverse event that is not expected to occur in,"any unfavourable and unintended sign ( including an abnormal laboratory finding ) , symptom , or disease temporally associated with the use of a medicinal ( investigational ) product , whether or not related to the medicinal ( investigational ) product .","11.77560043334961,43.91987609863281,42.1384162902832,45.04972839355469,38.26695251464844,45.600826263427734,36.69205856323242,44.61513137817383,49.68260955810547,49.73094177246094,38.08148193359375,34.698909759521484,47.22843933105469,47.31369400024414,48.465457916259766",0.0026477490740115,0.1333333333333333,0,8
5,15,beam,. Question: where does the last name andersen originate from? Answer: ,120, been told that it originated from a man named anders who was a,"Danish - Norwegian patronymic surname meaning `` son of Anders '' (,Danish -,Norwegian patronymic","15.445856094360352,48.9743766784668,50.876617431640625,50.883182525634766,52.90247344970703,58.02311706542969,57.3240852355957,52.87741470336914,50.76411437988281,55.5628776550293,54.7491569519043,49.83905792236328,46.87332534790039,57.355648040771484,48.72525405883789",0.0,0.0317460317460317,0,8
94,15,beam,. Question: who sings god is great beer is good? Answer: ,117," mcgowan.
Ian Mcgowan - God Is",Currington 's,"14.754791259765625,29.361143112182617,32.07358169555664,21.08928108215332,56.09480667114258,48.286109924316406,50.15834426879883,15.817573547363281,54.11601638793945,50.91292953491211,48.73810577392578,59.69319152832031,45.55703353881836,51.626216888427734,59.72157287597656",0.0,0.0,0,8
56,15,beam,. Question: the nurses' health study is an example of what type of study? Answer: ,128,a.Â cross-sectional study b.Â case-control study,"a series of prospective studies that examine epidemiology and the long - term effects of nutrition , hormones , environment , and nurses ' work - life on health and disease development .,prospective studies,long - term effects,prospective studies,prospective studies that","13.853080749511719,29.746139526367188,42.28792190551758,46.669368743896484,39.55058288574219,53.91424560546875,49.052188873291016,52.389888763427734,52.35363006591797,53.54933547973633,50.318336486816406,43.30958557128906,53.2833251953125,49.97462844848633,59.05931854248047",0.0,0.1398930481283422,0,8
6,15,beam,. Question: who said what we got here is failure to communicate? Answer: ,112,.. . . . . . .  ,"Strother Martin ( as the Captain , a prison warden ) and,by Strother Martin ( as the Captain , a prison warden ) and later , abridged , by Paul Newman ( as Luke , a stubborn prisoner ) .,Strother Martin ( as the Captain , a prison warden ) and,Paul Newman ( as Luke , a stubborn prisoner ) .,Strother Martin ( as the Captain , a prison warden ) and,Paul Newman ( as Luke , a stubborn prisoner ) .","15.07429313659668,52.67506790161133,52.557289123535156,30.562580108642578,51.85646438598633,32.66094207763672,55.71564865112305,37.81028366088867,59.175235748291016,40.45905685424805,60.64813995361328,40.6322135925293,61.17588806152344,39.85346221923828,61.63005828857422",0.0182739105085306,0.0,0,8
76,15,beam,. Question: who was tammy from basketball wives married to? Answer: ,118,"o.
Basketball Wives LA is an American reality television series","Kenny Anderson .,Kenny Anderson (,Kenny Anderson (,basketball player Kenny Anderson .,Kenny Anderson .","15.641505241394043,26.509777069091797,28.496490478515625,48.20035171508789,19.02737045288086,43.270469665527344,62.725425720214844,48.78855514526367,42.22658920288086,39.97770690917969,45.374916076660156,33.52825164794922,32.32850646972656,37.89898681640625,33.44763946533203",0.0,0.0285714285714285,0,8
72,15,beam,. Question: the initial unification of upper and lower egypt took place during which period? Answer: ,128,".
Egypt  -  Wikipedia  Egypt  (","c. 3000 BC ,,3000 BC ,","15.154947280883789,42.5959358215332,52.03554153442383,27.567256927490234,31.613525390625,46.90887451171875,31.682029724121094,57.458091735839844,39.708831787109375,49.12659454345703,48.03025817871094,33.89925003051758,30.780372619628906,55.38634490966797,22.56927490234375",0.0,0.0,0,8
85,15,beam,. Question: who propounded the idea of basic education in india? Answer: ,119,"est betham.
Basic Education in India: A Critical Analysis","Mahatma Gandhi are,Mahatma Gandhi are,Mahatma Gandhi are","15.617386817932129,26.983779907226562,21.42186737060547,22.872207641601562,25.90203857421875,22.235736846923828,50.75395584106445,17.955324172973633,58.01432800292969,50.02800750732422,61.63808059692383,49.7325325012207,52.00434112548828,49.40636444091797,50.24193572998047",0.0,0.0,0,8
90,15,beam,. Question: which site of an enzyme is called allosteric site? Answer: ,125,Allosteric site is the site of an enzyme which is not involved,"regulatory site (,regulatory site (,regulatory site (,regulatory site (,regulatory site (","12.31290340423584,22.78150749206543,31.01519775390625,25.121944427490234,45.99138259887695,50.60865020751953,39.01314926147461,40.83433151245117,44.8121337890625,41.52000427246094,43.1208381652832,43.636077880859375,47.33042907714844,39.18977737426758,28.622285842895508",0.020044994979069,0.1428571428571428,0,8
48,15,beam,. Question: where is creatine phosphate found in the body? Answer: ,114,Creatine phosphate is found in the muscles of the body. It is,"skeletal muscle and the brain to,muscle cells (,brain ,,heart ,,pancreas .","12.879144668579102,23.292625427246094,32.85344696044922,39.59626388549805,39.58641052246094,41.429107666015625,44.12706756591797,30.023639678955078,28.45623207092285,44.29118347167969,38.663063049316406,40.31233215332031,52.640777587890625,48.22163391113281,48.852455139160156",0.020044994979069,0.073015873015873,0,8
0,15,beam,. Question: where do you find the adjusted gross income? Answer: ,125,The adjusted gross income is found on line 37 of the 1040 form,"calculated by subtracting Above - the - line deduction from gross income .,by subtracting Above - the - line deduction from gross income .","13.71035099029541,36.19169998168945,55.602134704589844,61.7288818359375,59.413082122802734,48.878360748291016,48.88576126098633,57.591819763183594,53.21384048461914,35.973506927490234,38.77557373046875,47.60096740722656,42.50446701049805,31.57680320739746,40.20936965942383",0.0526220272838289,0.266798418972332,0,8
49,15,beam,. Question: hyori bed and breakfast season 2 air date? Answer: ,115, been waiting for this drama for a long time. i hope it will,"February 4 , 2018 </Td>","15.077047348022461,52.42399597167969,55.74332046508789,54.39923858642578,52.20500946044922,43.666893005371094,47.671783447265625,55.64912796020508,58.97907257080078,60.194908142089844,53.51166915893555,43.893409729003906,53.469600677490234,52.38844680786133,50.76485824584961",0.0,0.0,0,8
95,15,beam,. Question: who has the most goals in soccer 2018? Answer: ,119, ramos. Question: who has the most goals in soccer 2018?,"Ali Daei ,","14.718323707580566,20.490432739257812,21.98855972290039,44.764827728271484,50.941192626953125,49.421546936035156,52.17072296142578,55.39684295654297,52.47286605834961,59.703025817871094,52.45733642578125,51.18280029296875,59.14805603027344,51.68906021118164,51.938392639160156",0.0,0.0,0,8
73,15,beam,. Question: who wrote were going on a bear hunt? Answer: ,119,"Michael Rosen and Helen Oxenbury.
We're Going on a","Michael Rosen and,Michael Rosen and,Michael Rosen and,Michael Rosen and,Michael Rosen and","14.22982120513916,39.66075897216797,63.69184112548828,46.745243072509766,44.515235900878906,58.47948455810547,32.03375244140625,45.095848083496094,47.67633819580078,50.427642822265625,17.555891036987305,56.18580627441406,60.77934265136719,56.6202507019043,53.85551834106445",0.1444977144915524,0.4615384615384615,0,8
30,15,beam,. Question: who said some are born great in twelfth night? Answer: ,115,"o and juliet.
Some are born great, some achieve greatness","Malvolio says,Malvolio says,letter that Maria wrote )","20.163955688476562,46.26759338378906,41.21619415283203,48.07752990722656,51.84371566772461,42.84565734863281,45.27602005004883,19.762104034423828,54.20372009277344,56.16897964477539,45.729434967041016,53.552345275878906,54.01628112792969,46.76223373413086,52.41077423095703",0.0,0.0,0,8
62,15,beam,. Question: who sang the song brother let me be your shelter? Answer: ,122, been looking for this song for a while now and i cant find it,"American Christian rock band Needtobreathe .,Needtobreathe .","15.454305648803711,52.286956787109375,54.71404266357422,53.977325439453125,53.86344528198242,54.44609069824219,52.88801574707031,56.76708984375,57.90184783935547,54.51366424560547,51.838409423828125,53.5543212890625,54.016143798828125,53.01321029663086,55.46000671386719",0.0,0.0,0,8
34,15,beam,. Question: who is the present president of assam sahitya sabha? Answer: ,121,"est mawlonglo.
Asam  Sahitya  ","Dhrubajyoti Bora </Td>,Dhrubajyoti Bora </Td>,Dhrubajyoti Bora </Td>,Dhrubajyoti Bora </Td>,Dhrubajyoti Bora </Td>","13.842363357543945,30.387929916381836,34.10080337524414,26.39255714416504,25.1499080657959,22.7969970703125,36.01479721069336,49.30238342285156,18.1031494140625,40.29537582397461,58.183326721191406,23.048818588256836,45.28773880004883,40.550315856933594,62.73440933227539",0.0,0.0,0,8
99,15,beam,. Question: when did skiing halfpipe become an olympic event? Answer: ,123, The  sport  is  considered  to  be  danger,"2014 Winter,2014 Winter,2014 Olympic,2014 Winter,2014 Winter","13.701655387878418,46.94997787475586,52.86639404296875,43.00133514404297,43.32136154174805,63.566673278808594,49.68505859375,64.9836654663086,51.687801361083984,70.4599609375,46.13872146606445,69.33244323730469,42.44580841064453,68.92139434814453,37.235252380371094",0.0,0.0,0,8
64,15,beam,. Question: when was the lupus foundation of america founded? Answer: ,121,"the lupus foundation of america was founded in 1977.
L","1977 ,,1977 ,,1977 ,,1977 ,,1977 ,","15.661919593811035,31.741987228393555,54.58689498901367,55.757198333740234,56.59265899658203,55.503623962402344,31.272340774536133,41.39573669433594,57.68201446533203,65.31201934814453,56.61239242553711,56.1824951171875,51.6636848449707,49.993526458740234,19.806150436401367",0.0,0.1818181818181818,0,8
3,15,beam,. Question: who is the actress who plays baker on blue bloods? Answer: ,124," ziering.
Blue Bloods is an American police procedural drama","Abigail Hawk (,Abigail Hawk ( born Abigail Diane Gustafson ) is,Abigail Hawk (,Abigail Hawk (,Abigail Hawk ( born Abigail Diane Gustafson ) is","13.694080352783203,23.527875900268555,25.240205764770508,34.36379623413086,48.28171920776367,48.876808166503906,17.4658203125,63.129844665527344,51.302589416503906,36.269264221191406,47.952789306640625,44.83570861816406,30.04351043701172,35.874549865722656,34.43046951293945",0.0257328502527341,0.05,0,8
