"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","44","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what is the name of son of lord krishna?","1512","44_17,44_5,44_2,44_7,44_6,44_10,44_3,44_14,44_11,44_8,44_13,44_4,44_16,44_9,44_19","0.233883798122406,0.2476891279220581,0.24783772230148315,0.26669806241989136,0.26864808797836304,0.27170681953430176,0.27198290824890137,0.27837812900543213,0.289009690284729,0.2913632392883301,0.30848634243011475,0.31035172939300537,0.31223857402801514,0.32090431451797485,0.32125985622406006",": Pradyumna. What is the name of son of Lord","Pradyumna,Pradyumna,Pradyumna,Pradyumna,Pradyumna","45.846771240234375,47.67856216430664,37.01367950439453,38.0588493347168,31.84524917602539,35.132442474365234,40.06710433959961,47.637062072753906,46.94581985473633,47.6923713684082,45.62580490112305,48.95903015136719,49.32875061035156,46.16176986694336,60.00074005126953","0","0.19999999999999998","0"
"rag","84","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who played anna in once upon a time?","1513","84_1,84_3,84_5,84_6,84_4,84_2,84_7,87_4,44_11,44_16,44_12,87_1,87_6,97_9,44_15","0.31240761280059814,0.3290036916732788,0.3399639129638672,0.36653512716293335,0.3912901282310486,0.4480641484260559,0.4591447710990906,0.46617603302001953,0.47569572925567627,0.4827312231063843,0.49519139528274536,0.49595046043395996,0.5016663074493408,0.5026779174804688,0.5046861171722412",": elizabeth lail. Who played anna in once upon a","Elizabeth Dean Lail,Elizabeth Dean Lail,Elizabeth Dean Lail,Elizabeth Dean Lail","44.43392562866211,44.983482360839844,50.56517028808594,29.973127365112305,40.98457336425781,32.30839920043945,33.58961486816406,46.02360153198242,45.91394805908203,41.50257110595703,43.89177322387695,37.159889221191406,51.324363708496094,53.94354248046875,50.29549789428711","0","0.3333333333333333","0"
"rag","96","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what is the average salary for a us congressman?","1411","96_11,96_1,96_13,96_12,18_1,96_3,96_4,18_15,96_14,18_2,97_23,18_9,18_16,97_19,96_9","0.33310699462890625,0.33995699882507324,0.35478872060775757,0.36497247219085693,0.37931567430496216,0.3865416646003723,0.3883317708969116,0.3943304419517517,0.4086589217185974,0.41092485189437866,0.43796271085739136,0.4442497491836548,0.4502753019332886,0.4531403183937073,0.4587109684944153",": $174,000 per year. What is the average salary for","$174,000,$174,000","46.7087516784668,44.569244384765625,46.24482727050781,16.670434951782227,55.09657287597656,58.686973571777344,50.94351577758789,53.814048767089844,44.73807907104492,44.06083297729492,38.94575500488281,42.19224166870117,49.746971130371094,50.01271057128906,49.1202392578125","0.023457495174891017","0.33333333333333337","0"
"rag","15","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what type of joint connects the incus with the malleus?","1275","15_2,15_3,15_1,15_5,15_4,97_23,44_23,15_6,84_9,44_8,15_7,97_11,84_3,44_21,44_4","0.21770882606506348,0.2707103490829468,0.37510091066360474,0.3889251947402954,0.43364518880844116,0.4793643355369568,0.49216872453689575,0.4972405433654785,0.4976338744163513,0.5021243691444397,0.5095057487487793,0.5107296705245972,0.5147225856781006,0.5179588794708252,0.5200772881507874",": incudostapedial joint ( edit ) The incudost","incudomallear joint,synovial,a small synovial joint,synovial joint","34.87346267700195,39.165855407714844,36.21220016479492,25.6859130859375,21.59393310546875,24.696327209472656,24.13975715637207,45.954063415527344,50.70866012573242,29.49137306213379,44.37778854370117,46.72825622558594,45.75505828857422,27.39554214477539,25.29983901977539","0.028599617161713803","0.19841269841269843","0"
"rag","17","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: when was the lupus foundation of america founded?","1365","17_1,17_2,17_13,17_4,17_9,17_5,17_6,17_3,17_10,17_7,17_8,15_7,17_11,97_23,84_3","0.23325031995773315,0.2667856812477112,0.3063516616821289,0.31293797492980957,0.31455838680267334,0.31912004947662354,0.3227056860923767,0.34280216693878174,0.3507392406463623,0.359041690826416,0.3657125234603882,0.36882340908050537,0.3779439926147461,0.3958909511566162,0.40777790546417236",": the lupus foundation of america was founded in 1977.","1977,1977,1977,1977,1977","43.03455352783203,35.44116973876953,42.29218673706055,39.555152893066406,37.976478576660156,49.79236602783203,38.80436706542969,31.7581729888916,30.755367279052734,49.586151123046875,60.316837310791016,51.989051818847656,49.62546157836914,48.377777099609375,44.150596618652344","0","0.19999999999999998","0"
"rag","41","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what started the war between us and japan?","1515","41_10,41_3,41_5,41_2,41_4,41_1,41_15,41_8,41_9,41_16,41_12,41_7,41_14,41_11,41_17","0.2593883275985718,0.2758084535598755,0.29334765672683716,0.3097640872001648,0.3185974955558777,0.32513904571533203,0.32944267988204956,0.3297773599624634,0.3832172155380249,0.3905643820762634,0.40288496017456055,0.4071075916290283,0.4221639633178711,0.429954469203949,0.4349728226661682","United States Declaration of War on Japan - Wikipedia
The United States Declaration","attack on Pearl Harbor,attack on Pearl Harbor","45.04399490356445,11.447690963745117,60.15054702758789,56.81327819824219,52.95424270629883,52.019405364990234,47.83796691894531,59.444820404052734,23.474157333374023,40.088443756103516,17.607513427734375,12.560257911682129,56.605308532714844,62.3931999206543,62.01765441894531","0.018724372764461875","0.125","0"
"rag","24","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang i put a spell on you in hocus pocus?","1516","24_4,24_7,24_5,24_13,24_1,24_3,24_6,24_12,24_8,24_9,24_11,24_21,24_2,24_22,24_10","0.2890206575393677,0.3460761308670044,0.3527716398239136,0.3565463423728943,0.3578869104385376,0.3942750096321106,0.39653104543685913,0.4052535891532898,0.4089395999908447,0.41648411750793457,0.4269581437110901,0.4286576509475708,0.4300360083580017,0.4377896785736084,0.44976770877838135",": Bette Midler.","Bette Midler,Bette Midler,Bette Midler,Bette Midler,Bette Midler","29.200664520263672,35.32675552368164,42.922359466552734,43.667266845703125,31.79352378845215,43.10224533081055,28.632383346557617,32.0737190246582,30.912294387817383","0.07249749990681824","1","0"
"rag","21","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who played jennifer in back to the future?","1514","21_3,21_7,21_2,21_4,21_8,21_10,21_6,21_12,21_5,21_13,21_11,21_9,24_13,41_15,24_12","0.22809827327728271,0.23086971044540405,0.25705617666244507,0.29866915941238403,0.3008163571357727,0.32370471954345703,0.32758378982543945,0.3493396043777466,0.37044262886047363,0.3889162540435791,0.4078359007835388,0.42489349842071533,0.4364933967590332,0.44084709882736206,0.4484248161315918","Claudia Wells (born September 14, 1966) is an American","Claudia Grace Wells,Claudia Grace Wells,Claudia Grace Wells,Claudia Grace Wells,Claudia Grace Wells","30.40940284729004,14.804341316223145,30.38205337524414,42.69411087036133,55.68686294555664,19.165796279907227,19.410547256469727,49.593231201171875,49.37144088745117,44.66706085205078,39.349220275878906,43.50899887084961,34.40162658691406,43.741336822509766,49.28220748901367","0.030601688609851067","0.3333333333333333","0"
"rag","22","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where are the cardiac and vasomotor centers found?","1416","22_1,22_2,22_3,15_3,41_7,21_5,41_4,22_4,22_8,22_7,15_2,21_4,41_15,15_7,41_3","0.3037756085395813,0.3246631622314453,0.38329434394836426,0.42024022340774536,0.42742204666137695,0.432822585105896,0.43554264307022095,0.4431033730506897,0.45300066471099854,0.45544254779815674,0.4557760953903198,0.45826733112335205,0.46769577264785767,0.4693942666053772,0.47029948234558105",": The cardiac center is located in the medulla oblongata,","the medulla oblongata,medulla oblongata,medulla oblongata","41.253196716308594,40.223731994628906,38.83955764770508,38.76118850708008,30.746122360229492,48.83356857299805,49.41732406616211,43.79280090332031,28.4420223236084,17.3658390045166,21.001293182373047,30.915279388427734,25.178972244262695,28.878376007080078,39.88945007324219","0.056950849982219685","0.409090909090909","0"
"rag","50","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who was the first to say i'm going to disney world?","1518","50_1,50_5,50_3,50_10,50_17,50_7,50_6,50_4,50_11,50_2,50_15,41_4,50_18,50_9,41_3","0.2937150001525879,0.320468008518219,0.33515816926956177,0.34147918224334717,0.35862213373184204,0.3599410057067871,0.3674392104148865,0.3741072416305542,0.37963396310806274,0.38641196489334106,0.39046263694763184,0.40858882665634155,0.4132094979286194,0.42601287364959717,0.4263650178909302"," Quora I'm going to Disney World! Jump to: navigation,","Phil Simms,Dick Rutan,Jeana Yeager","39.351505279541016,27.32318878173828,23.388391494750977,32.801204681396484,53.41313934326172,60.28752899169922,44.85586929321289,65.58695220947266,51.478416442871094,42.085655212402344,27.581340789794922,43.828792572021484,39.784523010253906,31.891115188598633,47.14979934692383","0","0","0"
"rag","12","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sings the whiskey ain't workin anymore?","1512","12_1,12_3,12_16,12_14,12_12,12_13,12_2,12_4,12_8,12_9,12_17,12_15,41_7,12_11,12_10","0.2984757423400879,0.3289743661880493,0.3414177894592285,0.3672715425491333,0.36946165561676025,0.37247371673583984,0.39245855808258057,0.40950244665145874,0.41313648223876953,0.41781169176101685,0.4192239046096802,0.43275487422943115,0.4487563371658325,0.45032358169555664,0.45679956674575806"," Quora The Whiskey Ain't Workin' Jump to","Travis Tritt,Marty Stuart,Tim Passmore,Dennis Locorriere,Travis Tritt,Travis Tritt,Travis Tritt,Marty Stuart","30.575199127197266,23.60097885131836,23.036266326904297,25.288816452026367,54.43156814575195,30.030668258666992,24.257070541381836,48.555809020996094,33.04062271118164,45.08869552612305,43.70893096923828,45.096832275390625,36.877193450927734,19.96854019165039,34.196441650390625","0","0","0"
"rag","20","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: this inventor co-created the film fred ott’s sneeze?","1523","20_2,20_1,20_7,50_10,20_8,50_3,50_5,20_5,20_6,50_6,50_1,50_11,50_9,21_4,50_2","0.25652849674224854,0.28172075748443604,0.3105655908584595,0.37083590030670166,0.39274096488952637,0.40883350372314453,0.4136080741882324,0.4213660955429077,0.4261583089828491,0.43415337800979614,0.4375404715538025,0.4420013427734375,0.4457029700279236,0.45284920930862427,0.45437270402908325","Context: of a Sneeze ) is an 1894 American, short","Edison,Fred Ott","26.630496978759766,12.375484466552734,31.558868408203125,30.284584045410156,47.8748664855957,53.2524528503418,44.51031494140625,35.09492874145508,38.03874206542969,27.02678680419922,37.75200271606445,41.2111701965332,50.664180755615234,49.32415771484375,43.694374084472656","0","0","0"
"rag","71","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what goes on the bottom of shepherd's pie?","1515","71_1,71_4,71_2,71_3,71_20,71_21,71_5,71_24,71_19,71_11,71_10,71_12,71_7,71_9,71_8","0.2533303499221802,0.25980979204177856,0.2729393243789673,0.27377355098724365,0.3074738383293152,0.30972063541412354,0.31873929500579834,0.3401714563369751,0.34625768661499023,0.3538981080055237,0.36322081089019775,0.3659576177597046,0.3703303337097168,0.3707917332649231,0.3802672028541565",": mashed potato Jump up ^ Shepherd's Pie Recipe -","mashed potato,minced meat,mashed potato","51.71803665161133,51.3047981262207,34.38530731201172,40.25929260253906,45.382667541503906,54.104148864746094,48.6801643371582,28.266040802001953,49.73716735839844,57.23017501831055,45.82172775268555,58.338741302490234,46.92862319946289,23.431245803833008,47.821128845214844","0.056950849982219685","0.26666666666666666","0"
"rag","75","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang the most number of songs in the world?","1513","75_4,75_1,75_2,75_3,75_13,75_11,75_5,71_7,75_12,71_3,12_16,71_21,12_8,75_21,75_14","0.3058903217315674,0.31282275915145874,0.33849525451660156,0.34860122203826904,0.39592790603637695,0.4283340573310852,0.4451397657394409,0.4653041362762451,0.46888595819473267,0.46925652027130127,0.47432535886764526,0.47977596521377563,0.4834420084953308,0.4835529327392578,0.48538410663604736","Answer: Lata Mangeshkar.
Explanation: L","Asha Bhosle,Asha Bhosle","42.354095458984375,16.42389678955078,32.26775360107422,25.806852340698242,43.59077453613281,35.26582336425781,38.84021759033203,31.88597869873047,38.239742279052734,31.00507164001465,33.11125564575195,20.29950714111328,29.039026260375977,57.420440673828125,42.23005676269531","0","0","0"
"rag","57","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who owns spirit of the suwannee music park?","1368","57_3,57_2,57_1,57_5,57_4,12_14,71_26,20_7,20_6,12_19,12_17,21_12,20_5,21_10,12_8","0.25895577669143677,0.285702109336853,0.2880222797393799,0.37004828453063965,0.3957740068435669,0.4233647584915161,0.4288986921310425,0.436265766620636,0.43959200382232666,0.4532620906829834,0.45699095726013184,0.45726436376571655,0.4576783776283264,0.46298736333847046,0.4682469367980957","The Spirit of the Suwannee Music Park is a music venue and","The Cornett family,The Cornett family","41.48573684692383,13.970423698425293,58.769100189208984,56.86243438720703,56.886329650878906,61.289058685302734,32.34297561645508,33.131710052490234,58.894508361816406,63.47349548339844,28.549646377563477,56.36037826538086,29.50510597229004,43.45903396606445,59.66326141357422","0.020044994979069072","0.13333333333333333","0"
"rag","36","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who is the singer of kal ho na ho?","1511","36_1,36_2,36_4,36_3,36_7,36_5,36_10,36_8,36_6,71_21,71_12,71_7,71_18,71_3,71_19","0.340620219707489,0.3456113338470459,0.3667759895324707,0.3783373236656189,0.38895487785339355,0.3961637020111084,0.42723357677459717,0.43559277057647705,0.44648754596710205,0.4516199231147766,0.46636390686035156,0.47625845670700073,0.4788028597831726,0.4845743775367737,0.4869575500488281","kal ho na ho song lyrics kal ho na ho song kal","Sonu Nigam,Sonu Nigam,Sonu Nigam,Sonu Nigam,Alka Yagnik,Richa Sharma,Sonu Nigam","35.47711181640625,14.276406288146973,29.53715705871582,20.415231704711914,26.386306762695312,18.72766876220703,18.500385284423828,19.664926528930664,31.142051696777344,33.47200393676758,27.650962829589844,27.05671501159668,25.25571632385254,21.273052215576172,28.71407127380371","0","0","0"
"rag","13","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what episode does marnie come back in geordie shore?","1423","13_1,13_13,13_12,13_2,13_5,71_20,13_11,71_21,71_19,71_8,71_7,13_3,71_9,71_24,13_9","0.336250364780426,0.35060131549835205,0.360052227973938,0.3693443536758423,0.37430816888809204,0.41049110889434814,0.4105851650238037,0.4118271470069885,0.4159310460090637,0.42019736766815186,0.42131513357162476,0.4219023585319519,0.43446528911590576,0.44590574502944946,0.4459995627403259",": episode 1.2.","5","44.13314437866211,40.106895446777344,42.578189849853516,54.02264404296875,37.35654067993164,37.506690979003906,44.314002990722656,41.72198486328125,29.940155029296875","0","0","0"
"rag","55","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: is jaffa cakes a biscuit or a cake?","1511","55_8,55_2,55_1,55_6,55_7,55_3,55_15,55_9,55_4,71_4,55_16,71_20,71_1,71_16,71_3","0.19298243522644043,0.2252521514892578,0.23344206809997559,0.25687599182128906,0.2644888162612915,0.2676106095314026,0.28441089391708374,0.2880815863609314,0.29756230115890503,0.31690526008605957,0.32362478971481323,0.33131104707717896,0.3393075466156006,0.34038251638412476,0.34070390462875366","Jaffa cakes are a type of cake.
Jaffa","cakes,Cake,biscuit - sized cakes","43.87228775024414,12.845808029174805,49.17682647705078,50.25613784790039,60.48766326904297,35.599544525146484,42.424224853515625,37.44586944580078,47.461082458496094,40.9310417175293,42.274532318115234,46.093318939208984,15.468826293945312,48.76060104370117,49.699825286865234","0.028599617161713803","0.20875420875420878","0"
"rag","14","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sings love will keep us alive by the eagles?","1517","14_2,14_14,14_1,14_8,14_4,14_6,14_3,14_7,12_16,14_10,14_11,12_12,14_13,14_15,71_21","0.3252568244934082,0.32553285360336304,0.3393244743347168,0.3632602095603943,0.38514435291290283,0.391130268573761,0.3996073007583618,0.40224647521972656,0.4026000499725342,0.4118030071258545,0.41290271282196045,0.4129785895347595,0.41456425189971924,0.4168509840965271,0.4233824610710144"," Quora Love Will Keep Us Alive - Wikipedia Love Will Keep Us","Timothy B. Schmit","35.700904846191406,19.618743896484375,21.599136352539062,21.799293518066406,50.18025588989258,45.56330108642578,59.74433898925781,44.795833587646484,32.783447265625,21.51807403564453,32.65452194213867,27.00710678100586,49.801673889160156,47.80425262451172,57.3757438659668","0","0","0"
"rag","70","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sings the theme song for the tv show cops?","1516","70_7,70_2,14_6,70_6,14_8,14_5,14_3,14_1,14_16,70_16,70_1,14_4,14_14,70_4,14_7","0.3035799264907837,0.30625152587890625,0.3553410768508911,0.3565590977668762,0.3911263942718506,0.3912460207939148,0.3914449214935303,0.40576523542404175,0.4082984924316406,0.408873975276947,0.41023367643356323,0.4121110439300537,0.4172506332397461,0.41768741607666016,0.4299466609954834",": paul carrack and glenn frey of the eagles","Inner Circle,Inner Circle","40.02617645263672,36.911869049072266,45.515830993652344,30.7091064453125,26.2359619140625,29.906095504760742,33.628028869628906,21.023914337158203,27.16741943359375,14.809110641479492,31.26226234436035,30.208023071289062,49.54878616333008,38.51695251464844,30.755992889404297","0","0","0"
"rag","2","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: when did 10 shilling note go out of circulation?","1514","2_2,2_8,2_3,2_1,2_6,2_5,2_7,2_4,2_11,2_10,2_14,2_9,2_13,2_12,71_7","0.22134095430374146,0.23888111114501953,0.2677841782569885,0.2705726623535156,0.274796724319458,0.27611100673675537,0.3281751871109009,0.3399600386619568,0.3440271019935608,0.34461063146591187,0.3625904321670532,0.37541496753692627,0.3966091275215149,0.40134501457214355,0.40282320976257324"," up ^ The Bank of England 10s note - wikipedia Jump up","22 November 1970,1970,1970,1970,1970","42.382694244384766,45.52035140991211,28.35347557067871,52.15437698364258,46.014015197753906,28.412853240966797,47.476436614990234,31.593076705932617,46.934303283691406,42.382450103759766,47.46329879760742,43.54594421386719,37.095001220703125,50.063838958740234,42.66718673706055","0","0","0"
"rag","47","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang the songs on walk the line?","1514","47_1,14_6,14_8,14_4,14_3,14_5,47_8,14_14,14_7,14_2,14_1,47_5,14_11,14_10,47_11","0.3016243577003479,0.303302526473999,0.33497679233551025,0.3411633372306824,0.3474896550178528,0.3643936514854431,0.37317895889282227,0.3773207664489746,0.38027697801589966,0.39126157760620117,0.39381515979766846,0.40506893396377563,0.4071952700614929,0.4077930450439453,0.4101297855377197"," Quora Walk the Line ( soundtrack ) - wikipedia Walk the Line","Joaquin Phoenix,Reese Witherspoon,Waylon Payne,Johnathan Rice,Tyler Hilton,Shooter Jennings,Joaquin Phoenix,Reese Witherspoon,Waylon Payne,Johnathan Rice,Tyler Hilton,Shooter Jennings","35.7610969543457,22.778154373168945,26.10163116455078,34.91337966918945,45.18776321411133,49.113895416259766,27.19959259033203,33.48262023925781,44.34858703613281,48.24970626831055,36.01896667480469,29.365907669067383,37.95969772338867,41.50416564941406,46.77860641479492","0","0","0"
"rag","77","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang the song should have been a cowboy?","1517","77_1,14_6,77_5,77_6,77_4,77_2,77_14,77_7,77_3,77_9,14_3,14_8,14_4,14_5,14_2","0.29738014936447144,0.3055763244628906,0.30724036693573,0.3400919437408447,0.35332369804382324,0.3595486283302307,0.3638852834701538,0.3824777603149414,0.38561439514160156,0.3868170976638794,0.38791537284851074,0.3899801969528198,0.3902430534362793,0.4040642976760864,0.40654635429382324",": Toby Keith.","Toby Keith,Toby Keith,Toby Keith","36.5750846862793,36.41604995727539,51.099021911621094,41.390567779541016,58.27024459838867,30.06268310546875,38.55358123779297,31.5291748046875","0.07249749990681824","1","0"
"rag","1","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang i ran all the way home?","1515","1_1,1_2,14_6,1_3,14_8,14_4,14_14,77_5,14_7,14_3,14_11,14_5,77_4,14_10,77_14","0.3094094395637512,0.3197031021118164,0.3487672805786133,0.35703110694885254,0.3772663474082947,0.3911159634590149,0.39398837089538574,0.399807333946228,0.40164732933044434,0.4072057008743286,0.4081140160560608,0.4179973602294922,0.4263087511062622,0.42713385820388794,0.43141937255859375",": The Impalas Disc: Sorry ( I Ran All The Way","The Impalas,The Impalas,The Impalas,The Impalas,The Impalas","33.32919692993164,41.05782699584961,40.27851867675781,55.04658126831055,26.577089309692383,37.62211227416992,29.03605079650879,20.609506607055664,25.40656089782715,30.842222213745117,44.780147552490234,51.00437545776367,55.82502746582031,60.65872573852539,47.5954704284668","0.05190794196013298","0.3636363636363636","0"
"rag","16","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what is the second largest country in asia?","1485","16_7,16_1,16_2,16_17,16_12,16_8,16_9,16_5,16_3,16_18,71_3,71_7,16_6,16_15,71_24","0.30708104372024536,0.32493436336517334,0.34662675857543945,0.39252305030822754,0.3965541124343872,0.4136253595352173,0.42098885774612427,0.42248499393463135,0.44960957765579224,0.4499209523200989,0.45267683267593384,0.456071138381958,0.47325611114501953,0.4753945469856262,0.4884321689605713",": Russia. Question: what is the smallest country in asia?","China,China,China,China","38.54159927368164,47.28118133544922,35.60210037231445,42.85771942138672,44.53780746459961,47.63853454589844,57.09474563598633,50.159393310546875,49.078102111816406,48.28720474243164,43.62031936645508,46.97755813598633,55.6358757019043,29.9110107421875,45.33250427246094","0","0","0"
"rag","32","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang the theme song for the man with the golden gun?","1519","32_3,32_6,32_1,32_4,32_7,32_5,32_2,32_15,32_11,32_8,14_6,32_9,32_10,14_4,14_5","0.22964787483215332,0.29232585430145264,0.3011585474014282,0.30752408504486084,0.3303351402282715,0.3452829122543335,0.34663575887680054,0.35500383377075195,0.3551671504974365,0.35559576749801636,0.36892879009246826,0.37140172719955444,0.37537866830825806,0.3771398663520813,0.3785996437072754",": glenn frey, don henley, and timothy b","Lulu,Lulu,Lulu,Lulu,Lulu","38.202796936035156,43.46794891357422,44.41830825805664,26.046411514282227,17.758460998535156,33.205535888671875,31.358531951904297,34.69482421875,27.559593200683594,45.02210235595703,38.63639831542969,23.99479103088379,23.407859802246094,26.704435348510742,28.004613876342773","0","0","0"
"rag","54","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where does the last name roberts come from?","1466","54_1,54_5,54_4,54_2,16_1,54_6,32_1,32_7,77_5,32_6,32_4,77_21,32_15,77_9,16_18","0.3293905258178711,0.33367305994033813,0.3386307954788208,0.3672746419906616,0.3911839723587036,0.4016304612159729,0.4126136302947998,0.4206113815307617,0.4230306148529053,0.4252420663833618,0.42667365074157715,0.4339911937713623,0.43849045038223267,0.43935227394104004,0.4395368695259094","Answer: The surname roberts comes from the Norman given name Robert","Norman,Norman origin","47.99431610107422,12.892155647277832,34.103763580322266,45.94364929199219,56.96895980834961,62.15645980834961,30.21037483215332,31.07088851928711,53.973690032958984,58.594112396240234,51.93415069580078,46.8465461730957,32.85408401489258,58.10744094848633,53.00019836425781","0.021598265052211615","0.16025641025641027","0"
"rag","83","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what type of plate boundary is associated with iceland and its volcanic eruptions?","1520","83_1,83_2,83_8,83_7,83_4,83_9,83_10,83_5,83_21,83_6,83_3,16_12,83_17,83_14,83_12","0.2011425495147705,0.20654535293579102,0.2374889850616455,0.23946624994277954,0.24774378538131714,0.2527127265930176,0.2619197368621826,0.26814842224121094,0.27453815937042236,0.2856563329696655,0.2885781526565552,0.339708149433136,0.3418999910354614,0.34719282388687134,0.34940093755722046","Iceland is located on the mid-Atlantic Ridge, a divergent","the mid-Atlantic Ridge,divergent tectonic plate boundary,divergent tectonic plate boundary","47.699798583984375,13.508567810058594,36.690242767333984,39.033355712890625,48.98635482788086,52.682456970214844,31.304948806762695,37.41156005859375,51.026893615722656,35.90077209472656,29.77424430847168,49.4280891418457,40.62418746948242,41.66517639160156,29.13991928100586","0.0699543285114998","0.28571428571428575","0"
"rag","51","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who is the captain of richmond football club?","1416","51_1,51_4,51_6,51_9,51_8,51_2,16_1,51_3,77_9,77_21,77_4,54_1,77_5,77_11,16_7","0.28646743297576904,0.3524874448776245,0.3773277997970581,0.39379650354385376,0.4191078543663025,0.4683988690376282,0.4690008759498596,0.49295753240585327,0.4931148886680603,0.4935104250907898,0.495150089263916,0.501891016960144,0.5072158575057983,0.5111565589904785,0.5123594999313354","List of Richmond Football Club captains - wikipedia List of Richmond Football","Trent Cotchin,Trent Cotchin,Trent Cotchin,Trent Cotchin","45.60874938964844,13.01296329498291,39.5621223449707,64.86503601074219,55.313758850097656,52.32783889770508,60.85680389404297,34.981483459472656,43.038963317871094,54.06776428222656,38.6943359375,42.45246124267578,36.95262145996094,65.68557739257812,46.67699432373047","0","0","0"
"rag","80","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what's the difference between salisbury steak and hamburger steak?","1509","80_4,80_11,80_1,80_13,80_19,80_17,80_8,80_10,80_7,80_18,80_3,80_2,80_15,80_9,80_5","0.2013174295425415,0.23298484086990356,0.2346826195716858,0.2670397162437439,0.27183783054351807,0.2802812457084656,0.2859569191932678,0.2885362505912781,0.2911500930786133,0.29235708713531494,0.29305070638656616,0.29348552227020264,0.29615581035614014,0.3114156723022461,0.3176724910736084",": Salisbury steak is a dish made from ground beef and other","ingredients,ingredients","36.299034118652344,38.87331008911133,46.112361907958984,29.408266067504883,36.465431213378906,61.31032943725586,52.97209167480469,41.183128356933594,31.604156494140625,54.76594924926758,57.2115364074707,41.487606048583984,52.55269241333008,36.919883728027344,30.871618270874023","0","0","0"
"rag","79","15","5","15","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where is the heart of palm on a palm tree?","1489","79_1,79_6,79_4,79_3,79_5,79_9,16_1,79_2,16_7,79_10,80_11,79_8,16_17,80_4,80_8","0.34253448247909546,0.3477019667625427,0.36296379566192627,0.37246453762054443,0.3871140480041504,0.39532482624053955,0.43254727125167847,0.4362916350364685,0.4430009126663208,0.45031243562698364,0.46002084016799927,0.46213865280151367,0.4628450870513916,0.4651368260383606,0.46775031089782715",": The heart of palm is located at the center of the palm tree","the inner core,growing bud,the center core","45.91183853149414,49.18919372558594,44.006500244140625,46.34465408325195,54.038536071777344,48.059410095214844,40.51286697387695,47.79082107543945,54.07368469238281,51.113861083984375,43.50069808959961,51.365238189697266,37.743873596191406,33.843929290771484,34.8561897277832","0.041263216881455095","0.125","0"
