"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","10","15","1","10","beam","facebook/contriever",". Question: which state is the richest state in nigeria?","630","10_1,10_5,10_2,10_3,10_4,10_6,10_7","0.4579138159751892,0.4825681447982788,0.5082469582557678,0.5194764733314514,0.5299779772758484,0.5454380512237549,0.6528803110122681","6.482219219207764"
"rag","37","15","1","10","beam","facebook/contriever",". Question: who wrote if she knew what she wants?","896","37_1,37_2,37_8,37_3,37_7,37_9,37_4,37_5,37_6","0.5365482568740845,0.6261509656906128,0.6893088817596436,0.7634285092353821,0.7677726745605469,0.7688067555427551,0.7783534526824951,0.7891483902931213,0.847026526927948","8.13845443725586"
"rag","86","15","1","10","beam","facebook/contriever",". Question: where was the film coming home for christmas filmed?","1008","86_9,86_2,86_8,86_1,86_7,86_3,86_10,86_6,86_4,86_5","0.5487402677536011,0.5764775276184082,0.580856442451477,0.5923451781272888,0.6568474769592285,0.6571280360221863,0.6933366060256958,0.729226291179657,0.730006217956543,0.7718522548675537","12.280829429626465"
"rag","5","15","1","10","beam","facebook/contriever",". Question: who plays the mother of howard on big bang theory?","925","5_5,5_8,5_4,5_2,5_3,5_6,5_11,5_1,5_7,5_9","0.4979088306427002,0.5532597303390503,0.5951125621795654,0.6225472092628479,0.6791752576828003,0.6844442486763,0.6891257762908936,0.6942249536514282,0.7238248586654663,0.7490976452827454","8.261473655700684"
"rag","94","15","1","10","beam","facebook/contriever",". Question: who was the dj on in living color?","923","94_6,94_1,94_7,94_13,94_12,94_8,94_4,94_3,94_14,94_5","0.5893444418907166,0.6066750288009644,0.6313779354095459,0.6457780599594116,0.64698725938797,0.6535338759422302,0.6598037481307983,0.6615221500396729,0.6736918687820435,0.6808404326438904","10.499677658081055"
"rag","56","15","1","10","beam","facebook/contriever",". Question: when did the granite mountain hotshots get certified?","991","56_8,56_4,56_5,56_13,56_2,56_11,56_7,56_9,56_1,56_10","0.5394363403320312,0.5654101967811584,0.6067185401916504,0.6504795551300049,0.6630733609199524,0.6702307462692261,0.6702594757080078,0.6776992678642273,0.697223424911499,0.7060818672180176","10.232733726501465"
"rag","6","15","1","10","beam","facebook/contriever",". Question: who has been appointed as the election commissioner of india?","1017","6_1,6_5,6_2,6_14,6_11,6_17,6_19,6_18,6_3,6_8","0.38595956563949585,0.4014461636543274,0.4675925374031067,0.4853944778442383,0.5030597448348999,0.5072023868560791,0.5085165500640869,0.5097748637199402,0.5195120573043823,0.5223868489265442","11.515356063842773"
"rag","76","15","1","10","beam","facebook/contriever",". Question: what is the ultimate objective of financial management?","1014","76_11,76_6,76_9,76_8,76_7,76_12,76_13,76_14,76_16,76_10","0.40807515382766724,0.4335017204284668,0.4605259895324707,0.47010135650634766,0.5043997764587402,0.508918285369873,0.5095903873443604,0.5159716606140137,0.5292083024978638,0.5338183045387268","29.18491554260254"
"rag","72","15","1","10","beam","facebook/contriever",". Question: new movie of ajay devgan and sonakshi sinha?","1018","72_10,72_3,72_1,72_20,72_4,72_11,72_9,72_7,72_19,72_21","0.4864232540130615,0.5410165786743164,0.5541139841079712,0.5609855651855469,0.5758437514305115,0.5861110687255859,0.6114391088485718,0.6150366067886353,0.6151615977287292,0.6189594864845276","11.359936714172363"
"rag","85","15","1","10","beam","facebook/contriever",". Question: who kidnapped ben in the deep end of the ocean?","1017","85_1,85_3,85_12,85_7,85_13,85_8,85_10,85_14,85_11,85_4","0.5682147741317749,0.5716963410377502,0.6199930310249329,0.6404622197151184,0.6477056741714478,0.6625626087188721,0.6668903827667236,0.6748340725898743,0.6772933602333069,0.7026684284210205","15.34019660949707"
"rag","90","15","1","10","beam","facebook/contriever",". Question: university of michigan school of public health ranking?","1015","90_1,90_2,90_13,90_6,90_7,90_4,90_10,90_12,90_8,90_3","0.32369959354400635,0.343392014503479,0.4415053129196167,0.5075287818908691,0.5098205804824829,0.5447574853897095,0.560971736907959,0.5697299242019653,0.5850854516029358,0.5908200740814209","9.854635238647461"
"rag","48","15","1","10","beam","facebook/contriever",". Question: what is the name of the gap between two front teeth?","960","48_2,48_3,48_4,48_6,48_12,48_1,48_11,48_15,48_5,48_13","0.5006557703018188,0.5217108726501465,0.5398399233818054,0.5985797643661499,0.6199747323989868,0.6398152112960815,0.6407720446586609,0.6551470756530762,0.6718738675117493,0.7597354650497437","14.101329803466797"
"rag","0","15","1","10","beam","facebook/contriever",". Question: who plays colin on young and the restless?","1003","0_16,0_9,0_3,0_8,0_14,0_2,0_15,0_1,0_17,0_13","0.5305004119873047,0.531657338142395,0.5664886236190796,0.583329439163208,0.6105009317398071,0.6263948678970337,0.6449936628341675,0.6627494096755981,0.6689286231994629,0.6700106263160706","14.128503799438477"
"rag","49","15","1","10","beam","facebook/contriever",". Question: when was the last time tug-of-war was an official olympic sport?","947","49_1,49_3,49_9,49_5,49_4,49_7,49_11,49_6,49_2,49_8","0.42205607891082764,0.5067107677459717,0.5511687397956848,0.5720601081848145,0.5926450490951538,0.633635401725769,0.6556932330131531,0.6670068502426147,0.6688767075538635,0.6772052049636841","11.297863960266113"
"rag","95","15","1","10","beam","facebook/contriever",". Question: who is the actress who plays baker on blue bloods?","625","95_3,95_5,95_1,95_7,95_6,95_4,95_2","0.5585174560546875,0.6332496404647827,0.6646130084991455,0.732617974281311,0.7349661588668823,0.7358570694923401,0.7485285401344299","17.158660888671875"
"rag","73","15","1","10","beam","facebook/contriever",". Question: what is the function of the pericardial sac?","1008","73_5,73_3,73_10,73_2,73_4,73_9,73_11,73_18,73_8,73_13","0.3692648410797119,0.39603352546691895,0.44298380613327026,0.4624994993209839,0.46613216400146484,0.47994232177734375,0.48679202795028687,0.48723942041397095,0.48964428901672363,0.49202680587768555","12.621031761169434"
"rag","30","15","1","10","beam","facebook/contriever",". Question: who won the 2017 sports personality of the year?","1012","30_17,30_20,30_16,30_1,30_2,30_15,30_19,30_14,30_18,30_3","0.4596182107925415,0.4599056839942932,0.4770246148109436,0.48327142000198364,0.48564982414245605,0.5077155828475952,0.5082356929779053,0.5450026392936707,0.5517005324363708,0.571931004524231","8.58003044128418"
"rag","62","15","1","10","beam","facebook/contriever",". Question: when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal?","1027","62_1,62_8,62_11,62_13,62_6,62_9,62_2,62_4,62_5,62_3","0.435302197933197,0.4551202654838562,0.45592617988586426,0.4580487608909607,0.46458280086517334,0.47398751974105835,0.4993671774864197,0.5024595856666565,0.5246922969818115,0.539854884147644","10.375566482543945"
"rag","34","15","1","10","beam","facebook/contriever",". Question: what was the first capital city of australia?","932","34_1,34_10,34_3,34_8,34_2,34_5,34_6,34_4,34_11,34_12","0.44451600313186646,0.4950484037399292,0.5035004615783691,0.5040611624717712,0.5071672201156616,0.5479528307914734,0.5806441307067871,0.5873678922653198,0.618102490901947,0.6331839561462402","12.349417686462402"
"rag","99","15","1","10","beam","facebook/contriever",". Question: who is the young man in hawthorne's my kinsman major molineux?","1016","99_1,99_10,99_5,99_2,99_7,99_3,99_11,99_8,99_9,99_6","0.44509780406951904,0.4464130997657776,0.48430335521698,0.4846794605255127,0.5378232002258301,0.5435758233070374,0.5684202909469604,0.6092038154602051,0.621788501739502,0.6253858804702759","9.120616912841797"
"rag","64","15","1","10","beam","facebook/contriever",". Question: who is the authority or governing body of mca?","918","64_7,64_3,64_2,64_8,64_12,64_11,64_1,64_4,64_5,64_10","0.5308507680892944,0.6014014482498169,0.6226100325584412,0.6718587875366211,0.6736330986022949,0.6776254177093506,0.7323552966117859,0.7382527589797974,0.7396983504295349,0.7492191195487976","10.261430740356445"
"rag","3","15","1","10","beam","facebook/contriever",". Question: who invented the cornell method of note taking?","1012","3_1,3_5,3_2,3_6,3_8,3_10,3_11,3_3,3_9,3_4","0.3927508592605591,0.45599132776260376,0.4650422930717468,0.4910218119621277,0.5448510646820068,0.5647732019424438,0.5943408608436584,0.598106861114502,0.6262935400009155,0.6342781782150269","13.613384246826172"
